Order Number,Order Type,Asset Type,Fiat Type,Total Price,Price,Quantity,Exchange rate,Couterparty,Status,Created Time
20488561500714950656,Buy,USDT,USD,148.7400000000000000,0.9700000000000000,153.3500000000000000,1.00,,Completed,2023-05-07 16:15:42
20488643156035039232,Buy,USDT,USD,2000.0000000000000000,0.9600000000000000,2083.3300000000000000,1.00,,Completed,2023-05-07 21:40:11
20488670340861132800,Sell,USDT,USD,154.0000000000000000,1.0600000000000000,145.2800000000000000,,,Completed,2023-05-07 23:28:12
20488875467226820608,Sell,USDT,USD,1000.0000000000000000,1.0470000000000000,955.1000000000000000,,,Completed,2023-05-08 13:03:18
20488879797713100800,Sell,USDT,USD,4000.0000000000000000,1.0390000000000000,3849.8500000000000000,,,Completed,2023-05-08 13:20:30
20488890996287029248,Sell,USDT,USD,146.0000000000000000,1.0370000000000000,140.7900000000000000,,sebamino1978,Completed,2023-05-08 14:05:00
20488893926966870016,Sell,USDT,USD,495.0000000000000000,1.0000000000000000,495.0000000000000000,,Efinanzas,Completed,2023-05-08 14:16:39
20488907308786073600,Sell,USDT,USD,485.0000000000000000,1.0330000000000000,469.5000000000000000,,Teffuu,Completed,2023-05-08 15:09:50
20488964444755927040,Sell,USDT,USD,1022.0000000000000000,1.0000000000000000,1022.0000000000000000,,Efinanzas,Completed,2023-05-08 18:56:52
20489079069647175680,Sell,USDT,USD,200.0000000000000000,1.0550000000000000,189.5700000000000000,,,Completed,2023-05-09 02:32:20
20489622398700191744,Sell,USDT,USD,110.0000000000000000,1.0500000000000000,104.7600000000000000,,,Completed,2023-05-10 14:31:20
20489689507543220224,Sell,USDT,USD,1000.0000000000000000,1.0450000000000000,956.9300000000000000,,NicoGonzalezUy,Completed,2023-05-10 18:58:00
20489974092020490240,Sell,USDT,USD,300.0000000000000000,1.0440000000000000,287.3500000000000000,,,Completed,2023-05-11 13:48:50
20489978930282819584,Sell,USDT,USD,596.5000000000000000,1.0440000000000000,571.3600000000000000,,victor,Completed,2023-05-11 14:08:04
20489988241402609664,Sell,USDT,USD,470.0000000000000000,1.0340000000000000,454.5400000000000000,,sebamino1978,Completed,2023-05-11 14:45:04
20490004610195488768,Buy,USDT,USD,1080.0000000000000000,1.0000000000000000,1080.0000000000000000,1.00,CriptoSecurity,Completed,2023-05-11 15:50:07
20490005833971040256,Buy,USDT,USD,299.7100000000000000,1.0000000000000000,299.7100000000000000,1.00,MatiMat,Completed,2023-05-11 15:54:58
20490018500926976000,Buy,USDT,USD,7000.0000000000000000,1.0000000000000000,7000.0000000000000000,1.00,,Completed,2023-05-11 16:45:18
20490072077299376128,Sell,USDT,USD,50.0000000000000000,1.0400000000000000,48.0700000000000000,,,Completed,2023-05-11 20:18:12
20490360773108539392,Buy,USDT,USD,97.6000000000000000,0.9760000000000000,100.0000000000000000,1.00,,Completed,2023-05-12 15:25:22
20490397717992476672,Sell,USDT,USD,1000.0000000000000000,1.0290000000000000,971.8100000000000000,,,Completed,2023-05-12 17:52:11
20490400821051109376,Sell,USDT,USD,4130.6400000000000000,1.0290000000000000,4014.2200000000000000,,,Completed,2023-05-12 18:04:31
20490401867972980736,Sell,USDT,USD,1000.0000000000000000,1.0290000000000000,971.8100000000000000,,,Completed,2023-05-12 18:08:40
20490406280794976256,Sell,USDT,USD,1000.0000000000000000,1.0290000000000000,971.8100000000000000,,,Completed,2023-05-12 18:26:12
20490437256799768576,Sell,USDT,USD,3100.0000000000000000,1.0330000000000000,3000.9600000000000000,,,Completed,2023-05-12 20:29:17
20491437478552891392,Buy,USDT,USD,718.5400000000000000,0.9710000000000000,740.0000000000000000,1.00,,Completed,2023-05-15 14:43:49
20491471417953406976,Buy,USDT,USD,107.2500000000000000,0.9760000000000000,109.8900000000000000,1.00,,Completed,2023-05-15 16:58:41
20491499547292274688,Buy,USDT,USD,164.7600000000000000,0.9710000000000000,169.6800000000000000,1.00,,Completed,2023-05-15 18:50:27
20491809919373283328,Sell,USDT,USD,690.0000000000000000,1.0380000000000000,664.7300000000000000,,Gonchi_87,Completed,2023-05-16 15:23:46
20492119552921235456,Buy,USDT,USD,204.5000000000000000,0.9670000000000000,211.4800000000000000,1.00,MatiMat,Completed,2023-05-17 11:54:08
20492240851755642880,Sell,USDT,USD,2500.0000000000000000,1.0320000000000000,2422.4800000000000000,,puppet02,Completed,2023-05-17 19:56:08
20492282558076272640,Sell,USDT,USD,400.0000000000000000,1.0500000000000000,380.9500000000000000,,,Completed,2023-05-17 22:41:52
20492618641092382720,Sell,USDT,USD,200.0000000000000000,1.0380000000000000,192.6700000000000000,,,Completed,2023-05-18 20:57:20
20492913039645949952,Sell,USDT,USD,200.0000000000000000,1.0330000000000000,193.6100000000000000,,,Completed,2023-05-19 16:27:10
20494350785396277248,Sell,USDT,USD,500.0000000000000000,1.0270000000000000,486.8500000000000000,,Layer Coin,Completed,2023-05-23 15:40:15
20494374659507752960,Sell,USDT,USD,3000.0000000000000000,1.0250000000000000,2926.8200000000000000,,,Completed,2023-05-23 17:15:07
20494464349941628928,Sell,USDT,USD,600.0000000000000000,1.0330000000000000,580.8300000000000000,,,Completed,2023-05-23 23:11:31
20494508839755702272,Buy,BUSD,USD,383.5200000000000000,0.9570000000000000,400.7595600000000000,1.00,UYWORK,Completed,2023-05-24 02:08:19
20494702192152662016,Sell,USDT,USD,500.0000000000000000,1.0360000000000000,482.6200000000000000,,,Completed,2023-05-24 14:56:37
20495079848157249536,Buy,USDT,USD,394.4000000000000000,0.9860000000000000,400.0000000000000000,1.00,,Completed,2023-05-25 15:57:18
20495088091130122240,Sell,USDT,USD,154.3500000000000000,1.0290000000000000,150.0000000000000000,,,Completed,2023-05-25 16:30:03
20495439283129069568,Buy,USDT,USD,199.9000000000000000,0.9800000000000000,203.9800000000000000,1.00,,Completed,2023-05-26 15:45:34
20495441652261588992,Buy,USDT,USD,1960.0000000000000000,0.9800000000000000,2000.0000000000000000,1.00,,Completed,2023-05-26 15:54:58
20495452346459885568,Buy,USDT,USD,4996.5800000000000000,0.9860000000000000,5067.5200000000000000,1.00,,Completed,2023-05-26 16:37:28
20495500269847822336,Buy,USDT,USD,184.0800000000000000,0.9850000000000000,186.8900000000000000,1.00,,Completed,2023-05-26 19:47:54
20495544789835022336,Buy,USDT,USD,495.0000000000000000,0.9900000000000000,500.0000000000000000,1.00,,Completed,2023-05-26 22:44:48
